doc_id,file_path,title,source_url,retrieved_at,document_version,license_or_permission
quy-dinh-xet-cap-hoc-bong-khuyen-khich-hoc-tap-cho-sinh-vien-dai-hoc-chinh-quy-trong-dao-tao-theo-he-thong-tin-chi,data/hoc-bong/quy-dinh-xet-cap-hoc-bong-khuyen-khich-hoc-tap-cho-sinh-vien-dai-hoc-chinh-quy-trong-dao-tao-theo-he-thong-tin-chi.md,Quy định xét cấp học bổng khuyến khích học tập cho sinh viên đại học chính quy,https://daotao.ueh.edu.vn/quy-dinh-xet-cap-hoc-bong-khuyen-khich-hoc-tap-cho-sinh-vien-dai-hoc-chinh-quy-trong-dao-tao-theo-he-thong-tin-chi/,2026-09-19,1358/QĐ-ĐHKT-QLĐT&CTSV,public-source
quy-trinh-xet-cap-hoc-bong-khuyen-khich-hoc-tap,data/hoc-bong/quy-trinh-xet-cap-hoc-bong-khuyen-khich-hoc-tap.md,Quy trình của các đơn vị xét và chi trả học bổng khuyến khích học tập,https://daotao.ueh.edu.vn/quy-dinh-xet-cap-hoc-bong-khuyen-khich-hoc-tap-cho-sinh-vien-dai-hoc-chinh-quy-trong-dao-tao-theo-he-thong-tin-chi/,2026-09-19,1358/QĐ-ĐHKT-QLĐT&CTSV,public-source
quyet-dinh-cap-hoc-bong-khuyen-khich-hoc-tap-va-danh-sach-sinh-vien-khoa-43-44-45-dhcq-dat-hoc-bong-khuyen-khich-hoc-tap-hkc-nam-2020,data/hoc-bong/quyet-dinh-cap-hoc-bong-khuyen-khich-hoc-tap-va-danh-sach-sinh-vien-khoa-43-44-45-dhcq-dat-hoc-bong-khuyen-khich-hoc-tap-hkc-nam-2020.md,"Kết quả học bổng khuyến khích học tập học kỳ cuối năm 2020 cho Khóa 43, 44 và 45",https://daotao.ueh.edu.vn/quyet-dinh-cap-hoc-bong-khuyen-khich-hoc-tap-va-danh-sach-sinh-vien-khoa-43-44-45-dhcq-dat-hoc-bong-khuyen-khich-hoc-tap-hkc-nam-2020/,2026-09-19,not-stated,public-source
thong-bao-cap-hoc-bong-ho-tro-hoc-tap-hoc-ky-cuoi-nam-2021-cho-sinh-vien-dai-hoc-chinh-quy,data/hoc-bong/thong-bao-cap-hoc-bong-ho-tro-hoc-tap-hoc-ky-cuoi-nam-2021-cho-sinh-vien-dai-hoc-chinh-quy.md,Học bổng hỗ trợ học tập học kỳ cuối năm 2021 cho sinh viên đại học chính quy,https://daotao.ueh.edu.vn/thong-bao-cap-hoc-bong-ho-tro-hoc-tap-hoc-ky-cuoi-nam-2021-cho-sinh-vien-dai-hoc-chinh-quy/,2026-09-19,not-stated,public-source
thong-bao-ve-viec-cap-hoc-bong-tuyen-sinh-khoa-47-cho-sinh-vien-dai-hoc-chinh-quy,data/hoc-bong/thong-bao-ve-viec-cap-hoc-bong-tuyen-sinh-khoa-47-cho-sinh-vien-dai-hoc-chinh-quy.md,Cấp học bổng tuyển sinh Khóa 47 cho sinh viên đại học chính quy,https://daotao.ueh.edu.vn/thong-bao-ve-viec-cap-hoc-bong-tuyen-sinh-khoa-47-cho-sinh-vien-dai-hoc-chinh-quy/,2026-09-19,not-stated,public-source
thong-bao-ve-viec-hoc-bong-tuyen-sinh-dai-hoc-chinh-quy-nam-2020-khoa-46-dhcq,data/hoc-bong/thong-bao-ve-viec-hoc-bong-tuyen-sinh-dai-hoc-chinh-quy-nam-2020-khoa-46-dhcq.md,Học bổng tuyển sinh đại học chính quy năm 2020 cho Khóa 46,https://daotao.ueh.edu.vn/thong-bao-ve-viec-hoc-bong-tuyen-sinh-dai-hoc-chinh-quy-nam-2020-khoa-46-dhcq/,2026-09-19,not-stated,public-source
